"Notes"	"Census Division"	"Census Division Code"	"Gender"	"Gender Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"May, 2016"	"2016/05"	248	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Jun., 2016"	"2016/06"	229	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Jul., 2016"	"2016/07"	254	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Aug., 2016"	"2016/08"	231	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Sep., 2016"	"2016/09"	185	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Oct., 2016"	"2016/10"	189	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Nov., 2016"	"2016/11"	228	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Dec., 2016"	"2016/12"	255	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Jan., 2017"	"2017/01"	237	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Feb., 2017"	"2017/02"	225	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Mar., 2017"	"2017/03"	221	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Apr., 2017"	"2017/04"	239	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"May, 2017"	"2017/05"	267	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Jun., 2017"	"2017/06"	250	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Jul., 2017"	"2017/07"	261	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Aug., 2017"	"2017/08"	280	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Sep., 2017"	"2017/09"	259	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Oct., 2017"	"2017/10"	258	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Nov., 2017"	"2017/11"	247	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"	"Dec., 2017"	"2017/12"	250	Not Applicable	Not Applicable
"Total"	"Division 9: Pacific"	"CENS-D9"	"Male"	"M"			10857	Not Applicable	Not Applicable
"Total"	"Division 9: Pacific"	"CENS-D9"					16738	Not Applicable	Not Applicable
"Total"							178873	Not Applicable	Not Applicable
"---"
"Dataset: Multiple Cause of Death, 1999-2017"
"Query Parameters:"
"MCD - ICD-10 Codes: F11.0 (Mental and behavioural disorders due to use of opioids, acute intoxication); F11.1 (Mental and"
"behavioural disorders due to use of opioids, harmful use); F11.2 (Mental and behavioural disorders due to use of opioids,"
"dependence syndrome); F11.3 (Mental and behavioural disorders due to use of opioids, withdrawal state); F11.4 (Mental and"
"behavioural disorders due to use of opioids, withdrawal state with delirium); F11.5 (Mental and behavioural disorders due to use"
"of opioids, psychotic disorder); F11.6 (Mental and behavioural disorders due to use of opioids, amnesic syndrome); F11.7 (Mental"
"and behavioural disorders due to use of opioids, residual and late-onset psychotic disorder); F11.8 (Mental and behavioural"
"disorders due to use of opioids, other mental and behavioural disorders); F11.9 (Mental and behavioural disorders due to use of"
"opioids, unspecified mental and behavioural disorder); T40.0 (Opium); T40.1 (Heroin); T40.2 (Other opioids); T40.3 (Methadone);"
"T40.4 (Other synthetic narcotics); T40.5 (Cocaine); T40.6 (Other and unspecified narcotics); T40.7 (Cannabis (derivatives));"
"T40.8 (Lysergide [LSD]); T40.9 (Other and unspecified psychodysleptics [hallucinogens])"
"Year/Month: 2014; 2015; 2016; 2017"
"Group By: Census Division; Gender; Month"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Oct 13, 2019 1:54:26 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on Oct 13, 2019 1:54:26 PM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when Autopsy, Place of Death, Weekday or Month are grouped by or limited,"
"due to lack of a valid population. More information: http://wonder.cdc.gov/wonder/help/mcd.html#NotApplicableRates."
"2. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"3. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#ICD-10 Changes."
