"Notes"	"HHS Region"	"HHS Region Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"Dec., 2015"	"2015/12"	60	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"Jan., 2016"	"2016/01"	83	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"Feb., 2016"	"2016/02"	78	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"Mar., 2016"	"2016/03"	77	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"Apr., 2016"	"2016/04"	114	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"May, 2016"	"2016/05"	88	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"Jun., 2016"	"2016/06"	72	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"Jul., 2016"	"2016/07"	82	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"Aug., 2016"	"2016/08"	73	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"Sep., 2016"	"2016/09"	72	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"Oct., 2016"	"2016/10"	76	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"Nov., 2016"	"2016/11"	93	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"Dec., 2016"	"2016/12"	77	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"Jan., 2017"	"2017/01"	90	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"Feb., 2017"	"2017/02"	88	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"Mar., 2017"	"2017/03"	88	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"Apr., 2017"	"2017/04"	89	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"May, 2017"	"2017/05"	91	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"Jun., 2017"	"2017/06"	63	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"Jul., 2017"	"2017/07"	84	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"Aug., 2017"	"2017/08"	82	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"Sep., 2017"	"2017/09"	68	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"Oct., 2017"	"2017/10"	79	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"Nov., 2017"	"2017/11"	89	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"45-54 years"	"45-54"	"Dec., 2017"	"2017/12"	85	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Jan., 2014"	"2014/01"	32	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Feb., 2014"	"2014/02"	35	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Mar., 2014"	"2014/03"	27	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Apr., 2014"	"2014/04"	23	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"May, 2014"	"2014/05"	17	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Jun., 2014"	"2014/06"	31	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Jul., 2014"	"2014/07"	27	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Aug., 2014"	"2014/08"	31	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Sep., 2014"	"2014/09"	24	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Oct., 2014"	"2014/10"	20	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Nov., 2014"	"2014/11"	24	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Dec., 2014"	"2014/12"	24	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Jan., 2015"	"2015/01"	37	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Feb., 2015"	"2015/02"	32	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Mar., 2015"	"2015/03"	42	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Apr., 2015"	"2015/04"	35	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"May, 2015"	"2015/05"	32	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Jun., 2015"	"2015/06"	35	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Jul., 2015"	"2015/07"	50	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Aug., 2015"	"2015/08"	31	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Sep., 2015"	"2015/09"	43	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Oct., 2015"	"2015/10"	47	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Nov., 2015"	"2015/11"	37	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Dec., 2015"	"2015/12"	40	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Jan., 2016"	"2016/01"	42	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Feb., 2016"	"2016/02"	53	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Mar., 2016"	"2016/03"	48	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Apr., 2016"	"2016/04"	51	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"May, 2016"	"2016/05"	43	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Jun., 2016"	"2016/06"	47	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Jul., 2016"	"2016/07"	56	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Aug., 2016"	"2016/08"	50	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Sep., 2016"	"2016/09"	53	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Oct., 2016"	"2016/10"	40	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Nov., 2016"	"2016/11"	51	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Dec., 2016"	"2016/12"	47	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Jan., 2017"	"2017/01"	43	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Feb., 2017"	"2017/02"	40	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Mar., 2017"	"2017/03"	56	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Apr., 2017"	"2017/04"	59	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"May, 2017"	"2017/05"	53	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Jun., 2017"	"2017/06"	49	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Jul., 2017"	"2017/07"	48	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Aug., 2017"	"2017/08"	59	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Sep., 2017"	"2017/09"	54	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Oct., 2017"	"2017/10"	60	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Nov., 2017"	"2017/11"	58	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"55-64 years"	"55-64"	"Dec., 2017"	"2017/12"	63	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"65-74 years"	"65-74"	"Oct., 2016"	"2016/10"	10	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"65-74 years"	"65-74"	"Nov., 2016"	"2016/11"	11	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"65-74 years"	"65-74"	"Dec., 2016"	"2016/12"	11	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"65-74 years"	"65-74"	"Jan., 2017"	"2017/01"	10	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"65-74 years"	"65-74"	"Mar., 2017"	"2017/03"	12	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"65-74 years"	"65-74"	"Jun., 2017"	"2017/06"	14	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"65-74 years"	"65-74"	"Jul., 2017"	"2017/07"	10	Not Applicable	Not Applicable
	"HHS Region #1  CT, ME, MA, NH, RI, VT"	"HHS1"	"65-74 years"	"65-74"	"Dec., 2017"	"2017/12"	13	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Jan., 2014"	"2014/01"	36	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Feb., 2014"	"2014/02"	17	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Mar., 2014"	"2014/03"	35	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Apr., 2014"	"2014/04"	18	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"May, 2014"	"2014/05"	22	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Jun., 2014"	"2014/06"	27	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Jul., 2014"	"2014/07"	28	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Aug., 2014"	"2014/08"	21	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Sep., 2014"	"2014/09"	26	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Oct., 2014"	"2014/10"	32	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Nov., 2014"	"2014/11"	20	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Dec., 2014"	"2014/12"	25	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Jan., 2015"	"2015/01"	31	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Feb., 2015"	"2015/02"	33	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Mar., 2015"	"2015/03"	29	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Apr., 2015"	"2015/04"	37	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"May, 2015"	"2015/05"	35	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Jun., 2015"	"2015/06"	31	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Jul., 2015"	"2015/07"	30	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Aug., 2015"	"2015/08"	42	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Sep., 2015"	"2015/09"	24	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Oct., 2015"	"2015/10"	23	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Nov., 2015"	"2015/11"	30	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Dec., 2015"	"2015/12"	25	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Jan., 2016"	"2016/01"	52	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Feb., 2016"	"2016/02"	38	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Mar., 2016"	"2016/03"	45	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Apr., 2016"	"2016/04"	42	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"May, 2016"	"2016/05"	33	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Jun., 2016"	"2016/06"	41	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Jul., 2016"	"2016/07"	50	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Aug., 2016"	"2016/08"	30	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Sep., 2016"	"2016/09"	46	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Oct., 2016"	"2016/10"	41	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Nov., 2016"	"2016/11"	37	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Dec., 2016"	"2016/12"	45	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Jan., 2017"	"2017/01"	52	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Feb., 2017"	"2017/02"	36	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Mar., 2017"	"2017/03"	46	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Apr., 2017"	"2017/04"	41	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"May, 2017"	"2017/05"	38	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Jun., 2017"	"2017/06"	30	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Jul., 2017"	"2017/07"	43	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Aug., 2017"	"2017/08"	42	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Sep., 2017"	"2017/09"	49	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Oct., 2017"	"2017/10"	33	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Nov., 2017"	"2017/11"	32	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"15-24 years"	"15-24"	"Dec., 2017"	"2017/12"	30	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Jan., 2014"	"2014/01"	66	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Feb., 2014"	"2014/02"	56	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Mar., 2014"	"2014/03"	63	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Apr., 2014"	"2014/04"	47	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"May, 2014"	"2014/05"	71	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Jun., 2014"	"2014/06"	52	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Jul., 2014"	"2014/07"	48	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Aug., 2014"	"2014/08"	48	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Sep., 2014"	"2014/09"	39	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Oct., 2014"	"2014/10"	65	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Nov., 2014"	"2014/11"	64	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Dec., 2014"	"2014/12"	69	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Jan., 2015"	"2015/01"	69	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Feb., 2015"	"2015/02"	64	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Mar., 2015"	"2015/03"	77	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Apr., 2015"	"2015/04"	74	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"May, 2015"	"2015/05"	88	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Jun., 2015"	"2015/06"	77	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Jul., 2015"	"2015/07"	74	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Aug., 2015"	"2015/08"	76	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Sep., 2015"	"2015/09"	95	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Oct., 2015"	"2015/10"	75	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Nov., 2015"	"2015/11"	71	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Dec., 2015"	"2015/12"	70	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Jan., 2016"	"2016/01"	91	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Feb., 2016"	"2016/02"	126	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Mar., 2016"	"2016/03"	126	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Apr., 2016"	"2016/04"	129	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"May, 2016"	"2016/05"	114	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Jun., 2016"	"2016/06"	108	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Jul., 2016"	"2016/07"	127	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Aug., 2016"	"2016/08"	106	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Sep., 2016"	"2016/09"	104	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Oct., 2016"	"2016/10"	124	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Nov., 2016"	"2016/11"	106	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Dec., 2016"	"2016/12"	134	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Jan., 2017"	"2017/01"	137	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Feb., 2017"	"2017/02"	102	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Mar., 2017"	"2017/03"	140	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Apr., 2017"	"2017/04"	141	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"May, 2017"	"2017/05"	152	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Jun., 2017"	"2017/06"	151	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Jul., 2017"	"2017/07"	131	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Aug., 2017"	"2017/08"	120	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Sep., 2017"	"2017/09"	146	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Oct., 2017"	"2017/10"	86	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Nov., 2017"	"2017/11"	110	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"25-34 years"	"25-34"	"Dec., 2017"	"2017/12"	129	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"35-44 years"	"35-44"	"Jan., 2014"	"2014/01"	55	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"35-44 years"	"35-44"	"Feb., 2014"	"2014/02"	36	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"35-44 years"	"35-44"	"Mar., 2014"	"2014/03"	62	Not Applicable	Not Applicable
	"HHS Region #2  NJ, NY"	"HHS2"	"35-44 years"	"35-44"	"Apr., 2014"	"2014/04"	44	Not Applicable	Not Applicable
