"Notes"	"HHS Region"	"HHS Region Code"	"Gender"	"Gender Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Jul., 2017"	"2017/07"	41	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Aug., 2017"	"2017/08"	49	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Sep., 2017"	"2017/09"	44	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Oct., 2017"	"2017/10"	57	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Nov., 2017"	"2017/11"	53	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"	"Dec., 2017"	"2017/12"	43	Not Applicable	Not Applicable
"Total"	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Female"	"F"			2179	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Jan., 2014"	"2014/01"	62	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Feb., 2014"	"2014/02"	60	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Mar., 2014"	"2014/03"	59	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Apr., 2014"	"2014/04"	72	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"May, 2014"	"2014/05"	67	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Jun., 2014"	"2014/06"	55	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Jul., 2014"	"2014/07"	68	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Aug., 2014"	"2014/08"	61	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Sep., 2014"	"2014/09"	72	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Oct., 2014"	"2014/10"	52	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Nov., 2014"	"2014/11"	78	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Dec., 2014"	"2014/12"	76	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Jan., 2015"	"2015/01"	63	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Feb., 2015"	"2015/02"	61	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Mar., 2015"	"2015/03"	58	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Apr., 2015"	"2015/04"	58	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"May, 2015"	"2015/05"	58	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Jun., 2015"	"2015/06"	60	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Jul., 2015"	"2015/07"	53	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Aug., 2015"	"2015/08"	59	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Sep., 2015"	"2015/09"	64	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Oct., 2015"	"2015/10"	61	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Nov., 2015"	"2015/11"	67	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Dec., 2015"	"2015/12"	69	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Jan., 2016"	"2016/01"	73	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Feb., 2016"	"2016/02"	80	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Mar., 2016"	"2016/03"	82	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Apr., 2016"	"2016/04"	60	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"May, 2016"	"2016/05"	82	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Jun., 2016"	"2016/06"	82	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Jul., 2016"	"2016/07"	75	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Aug., 2016"	"2016/08"	69	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Sep., 2016"	"2016/09"	63	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Oct., 2016"	"2016/10"	65	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Nov., 2016"	"2016/11"	83	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Dec., 2016"	"2016/12"	66	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Jan., 2017"	"2017/01"	88	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Feb., 2017"	"2017/02"	76	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Mar., 2017"	"2017/03"	56	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Apr., 2017"	"2017/04"	80	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"May, 2017"	"2017/05"	66	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Jun., 2017"	"2017/06"	79	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Jul., 2017"	"2017/07"	74	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Aug., 2017"	"2017/08"	77	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Sep., 2017"	"2017/09"	64	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Oct., 2017"	"2017/10"	65	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Nov., 2017"	"2017/11"	89	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"	"Dec., 2017"	"2017/12"	64	Not Applicable	Not Applicable
"Total"	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Male"	"M"			3271	Not Applicable	Not Applicable
"Total"	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"					5450	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Jan., 2014"	"2014/01"	113	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Feb., 2014"	"2014/02"	121	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Mar., 2014"	"2014/03"	142	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Apr., 2014"	"2014/04"	104	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"May, 2014"	"2014/05"	115	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Jun., 2014"	"2014/06"	105	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Jul., 2014"	"2014/07"	126	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Aug., 2014"	"2014/08"	96	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Sep., 2014"	"2014/09"	127	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Oct., 2014"	"2014/10"	98	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Nov., 2014"	"2014/11"	123	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Dec., 2014"	"2014/12"	108	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Jan., 2015"	"2015/01"	114	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Feb., 2015"	"2015/02"	127	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Mar., 2015"	"2015/03"	124	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Apr., 2015"	"2015/04"	127	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"May, 2015"	"2015/05"	141	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Jun., 2015"	"2015/06"	118	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Jul., 2015"	"2015/07"	122	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Aug., 2015"	"2015/08"	135	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Sep., 2015"	"2015/09"	108	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Oct., 2015"	"2015/10"	110	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Nov., 2015"	"2015/11"	126	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Dec., 2015"	"2015/12"	98	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Jan., 2016"	"2016/01"	135	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Feb., 2016"	"2016/02"	116	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Mar., 2016"	"2016/03"	145	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Apr., 2016"	"2016/04"	127	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"May, 2016"	"2016/05"	109	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Jun., 2016"	"2016/06"	123	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Jul., 2016"	"2016/07"	124	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Aug., 2016"	"2016/08"	120	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Sep., 2016"	"2016/09"	118	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Oct., 2016"	"2016/10"	109	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Nov., 2016"	"2016/11"	99	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Dec., 2016"	"2016/12"	106	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Jan., 2017"	"2017/01"	121	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Feb., 2017"	"2017/02"	96	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Mar., 2017"	"2017/03"	147	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Apr., 2017"	"2017/04"	131	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"May, 2017"	"2017/05"	128	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Jun., 2017"	"2017/06"	133	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Jul., 2017"	"2017/07"	131	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Aug., 2017"	"2017/08"	125	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Sep., 2017"	"2017/09"	103	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Oct., 2017"	"2017/10"	138	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Nov., 2017"	"2017/11"	124	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"	"Dec., 2017"	"2017/12"	116	Not Applicable	Not Applicable
"Total"	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Female"	"F"			5752	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Jan., 2014"	"2014/01"	208	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Feb., 2014"	"2014/02"	180	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Mar., 2014"	"2014/03"	222	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Apr., 2014"	"2014/04"	200	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"May, 2014"	"2014/05"	209	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Jun., 2014"	"2014/06"	200	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Jul., 2014"	"2014/07"	230	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Aug., 2014"	"2014/08"	186	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Sep., 2014"	"2014/09"	202	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Oct., 2014"	"2014/10"	193	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Nov., 2014"	"2014/11"	203	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Dec., 2014"	"2014/12"	198	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Jan., 2015"	"2015/01"	211	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Feb., 2015"	"2015/02"	187	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Mar., 2015"	"2015/03"	217	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Apr., 2015"	"2015/04"	202	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"May, 2015"	"2015/05"	214	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Jun., 2015"	"2015/06"	209	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Jul., 2015"	"2015/07"	192	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Aug., 2015"	"2015/08"	235	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Sep., 2015"	"2015/09"	214	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Oct., 2015"	"2015/10"	214	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Nov., 2015"	"2015/11"	195	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Dec., 2015"	"2015/12"	202	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Jan., 2016"	"2016/01"	202	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Feb., 2016"	"2016/02"	223	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Mar., 2016"	"2016/03"	249	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Apr., 2016"	"2016/04"	241	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"May, 2016"	"2016/05"	233	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Jun., 2016"	"2016/06"	237	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Jul., 2016"	"2016/07"	266	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Aug., 2016"	"2016/08"	234	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Sep., 2016"	"2016/09"	177	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Oct., 2016"	"2016/10"	213	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Nov., 2016"	"2016/11"	234	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Dec., 2016"	"2016/12"	244	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Jan., 2017"	"2017/01"	253	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Feb., 2017"	"2017/02"	221	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Mar., 2017"	"2017/03"	254	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Apr., 2017"	"2017/04"	240	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"May, 2017"	"2017/05"	264	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Jun., 2017"	"2017/06"	262	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Jul., 2017"	"2017/07"	269	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Aug., 2017"	"2017/08"	276	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Sep., 2017"	"2017/09"	251	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Oct., 2017"	"2017/10"	258	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Nov., 2017"	"2017/11"	244	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"	"Dec., 2017"	"2017/12"	249	Not Applicable	Not Applicable
"Total"	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Male"	"M"			10717	Not Applicable	Not Applicable
"Total"	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"					16469	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Jan., 2014"	"2014/01"	45	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Feb., 2014"	"2014/02"	43	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Mar., 2014"	"2014/03"	47	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Apr., 2014"	"2014/04"	44	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"May, 2014"	"2014/05"	63	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Jun., 2014"	"2014/06"	45	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Jul., 2014"	"2014/07"	45	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Aug., 2014"	"2014/08"	50	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Sep., 2014"	"2014/09"	42	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Oct., 2014"	"2014/10"	47	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Nov., 2014"	"2014/11"	41	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Dec., 2014"	"2014/12"	54	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Jan., 2015"	"2015/01"	56	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Feb., 2015"	"2015/02"	47	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Mar., 2015"	"2015/03"	52	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Apr., 2015"	"2015/04"	44	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"May, 2015"	"2015/05"	53	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Jun., 2015"	"2015/06"	39	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Jul., 2015"	"2015/07"	49	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Aug., 2015"	"2015/08"	55	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Sep., 2015"	"2015/09"	45	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Oct., 2015"	"2015/10"	53	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Nov., 2015"	"2015/11"	47	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Dec., 2015"	"2015/12"	51	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Jan., 2016"	"2016/01"	51	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Feb., 2016"	"2016/02"	59	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Mar., 2016"	"2016/03"	48	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Apr., 2016"	"2016/04"	69	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"May, 2016"	"2016/05"	57	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Jun., 2016"	"2016/06"	53	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Jul., 2016"	"2016/07"	50	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Aug., 2016"	"2016/08"	35	Not Applicable	Not Applicable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Female"	"F"	"Sep., 2016"	"2016/09"	44	Not Applicable	Not Applicable
