"Notes"	"Census Division"	"Census Division Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Jun., 2015"	"2015/06"	28	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Jul., 2015"	"2015/07"	34	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Aug., 2015"	"2015/08"	24	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Sep., 2015"	"2015/09"	34	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Oct., 2015"	"2015/10"	31	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Nov., 2015"	"2015/11"	30	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Dec., 2015"	"2015/12"	30	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Jan., 2016"	"2016/01"	41	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Feb., 2016"	"2016/02"	35	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Mar., 2016"	"2016/03"	38	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Apr., 2016"	"2016/04"	45	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"May, 2016"	"2016/05"	36	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Jun., 2016"	"2016/06"	42	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Jul., 2016"	"2016/07"	44	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Aug., 2016"	"2016/08"	43	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Sep., 2016"	"2016/09"	48	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Oct., 2016"	"2016/10"	52	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Nov., 2016"	"2016/11"	36	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Dec., 2016"	"2016/12"	32	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Jan., 2017"	"2017/01"	38	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Feb., 2017"	"2017/02"	30	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Mar., 2017"	"2017/03"	32	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Apr., 2017"	"2017/04"	31	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"May, 2017"	"2017/05"	38	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Jun., 2017"	"2017/06"	36	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Jul., 2017"	"2017/07"	50	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Aug., 2017"	"2017/08"	29	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Sep., 2017"	"2017/09"	33	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Oct., 2017"	"2017/10"	41	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Nov., 2017"	"2017/11"	49	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"40-44 years"	"40-44"	"Dec., 2017"	"2017/12"	40	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Jan., 2014"	"2014/01"	35	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Feb., 2014"	"2014/02"	34	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Mar., 2014"	"2014/03"	25	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Apr., 2014"	"2014/04"	25	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"May, 2014"	"2014/05"	34	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Jun., 2014"	"2014/06"	25	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Jul., 2014"	"2014/07"	21	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Aug., 2014"	"2014/08"	28	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Sep., 2014"	"2014/09"	32	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Oct., 2014"	"2014/10"	30	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Nov., 2014"	"2014/11"	30	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Dec., 2014"	"2014/12"	29	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Jan., 2015"	"2015/01"	31	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Feb., 2015"	"2015/02"	27	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Mar., 2015"	"2015/03"	39	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Apr., 2015"	"2015/04"	33	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"May, 2015"	"2015/05"	33	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Jun., 2015"	"2015/06"	30	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Jul., 2015"	"2015/07"	26	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Aug., 2015"	"2015/08"	27	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Sep., 2015"	"2015/09"	40	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Oct., 2015"	"2015/10"	33	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Nov., 2015"	"2015/11"	41	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Dec., 2015"	"2015/12"	24	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Jan., 2016"	"2016/01"	48	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Feb., 2016"	"2016/02"	43	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Mar., 2016"	"2016/03"	37	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Apr., 2016"	"2016/04"	64	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"May, 2016"	"2016/05"	49	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Jun., 2016"	"2016/06"	31	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Jul., 2016"	"2016/07"	43	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Aug., 2016"	"2016/08"	41	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Sep., 2016"	"2016/09"	35	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Oct., 2016"	"2016/10"	25	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Nov., 2016"	"2016/11"	47	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Dec., 2016"	"2016/12"	40	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Jan., 2017"	"2017/01"	46	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Feb., 2017"	"2017/02"	49	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Mar., 2017"	"2017/03"	40	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Apr., 2017"	"2017/04"	47	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"May, 2017"	"2017/05"	43	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Jun., 2017"	"2017/06"	22	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Jul., 2017"	"2017/07"	41	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Aug., 2017"	"2017/08"	39	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Sep., 2017"	"2017/09"	26	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Oct., 2017"	"2017/10"	37	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Nov., 2017"	"2017/11"	49	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"45-49 years"	"45-49"	"Dec., 2017"	"2017/12"	39	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Jan., 2014"	"2014/01"	32	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Feb., 2014"	"2014/02"	29	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Mar., 2014"	"2014/03"	27	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Apr., 2014"	"2014/04"	23	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"May, 2014"	"2014/05"	28	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Jun., 2014"	"2014/06"	29	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Jul., 2014"	"2014/07"	23	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Aug., 2014"	"2014/08"	34	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Sep., 2014"	"2014/09"	18	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Oct., 2014"	"2014/10"	22	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Nov., 2014"	"2014/11"	32	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Dec., 2014"	"2014/12"	37	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Jan., 2015"	"2015/01"	46	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Feb., 2015"	"2015/02"	26	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Mar., 2015"	"2015/03"	41	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Apr., 2015"	"2015/04"	26	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"May, 2015"	"2015/05"	39	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Jun., 2015"	"2015/06"	30	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Jul., 2015"	"2015/07"	33	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Aug., 2015"	"2015/08"	33	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Sep., 2015"	"2015/09"	38	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Oct., 2015"	"2015/10"	47	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Nov., 2015"	"2015/11"	37	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Dec., 2015"	"2015/12"	36	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Jan., 2016"	"2016/01"	35	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Feb., 2016"	"2016/02"	35	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Mar., 2016"	"2016/03"	40	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Apr., 2016"	"2016/04"	50	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"May, 2016"	"2016/05"	39	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Jun., 2016"	"2016/06"	41	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Jul., 2016"	"2016/07"	39	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Aug., 2016"	"2016/08"	32	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Sep., 2016"	"2016/09"	37	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Oct., 2016"	"2016/10"	51	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Nov., 2016"	"2016/11"	46	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Dec., 2016"	"2016/12"	37	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Jan., 2017"	"2017/01"	44	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Feb., 2017"	"2017/02"	39	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Mar., 2017"	"2017/03"	48	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Apr., 2017"	"2017/04"	42	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"May, 2017"	"2017/05"	48	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Jun., 2017"	"2017/06"	41	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Jul., 2017"	"2017/07"	43	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Aug., 2017"	"2017/08"	43	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Sep., 2017"	"2017/09"	42	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Oct., 2017"	"2017/10"	42	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Nov., 2017"	"2017/11"	40	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"50-54 years"	"50-54"	"Dec., 2017"	"2017/12"	46	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Jan., 2014"	"2014/01"	21	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Feb., 2014"	"2014/02"	22	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Mar., 2014"	"2014/03"	20	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Apr., 2014"	"2014/04"	15	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"May, 2014"	"2014/05"	13	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Jun., 2014"	"2014/06"	22	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Jul., 2014"	"2014/07"	21	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Aug., 2014"	"2014/08"	22	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Sep., 2014"	"2014/09"	17	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Oct., 2014"	"2014/10"	14	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Nov., 2014"	"2014/11"	15	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Dec., 2014"	"2014/12"	18	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Jan., 2015"	"2015/01"	25	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Feb., 2015"	"2015/02"	19	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Mar., 2015"	"2015/03"	32	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Apr., 2015"	"2015/04"	28	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"May, 2015"	"2015/05"	22	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Jun., 2015"	"2015/06"	20	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Jul., 2015"	"2015/07"	34	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Aug., 2015"	"2015/08"	19	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Sep., 2015"	"2015/09"	31	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Oct., 2015"	"2015/10"	38	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Nov., 2015"	"2015/11"	27	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Dec., 2015"	"2015/12"	28	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Jan., 2016"	"2016/01"	32	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Feb., 2016"	"2016/02"	33	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Mar., 2016"	"2016/03"	30	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Apr., 2016"	"2016/04"	35	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"May, 2016"	"2016/05"	27	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Jun., 2016"	"2016/06"	32	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Jul., 2016"	"2016/07"	39	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Aug., 2016"	"2016/08"	35	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Sep., 2016"	"2016/09"	38	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Oct., 2016"	"2016/10"	21	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Nov., 2016"	"2016/11"	33	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Dec., 2016"	"2016/12"	33	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Jan., 2017"	"2017/01"	34	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Feb., 2017"	"2017/02"	29	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Mar., 2017"	"2017/03"	38	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Apr., 2017"	"2017/04"	40	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"May, 2017"	"2017/05"	32	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Jun., 2017"	"2017/06"	30	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Jul., 2017"	"2017/07"	27	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Aug., 2017"	"2017/08"	35	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Sep., 2017"	"2017/09"	32	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Oct., 2017"	"2017/10"	39	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Nov., 2017"	"2017/11"	39	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"55-59 years"	"55-59"	"Dec., 2017"	"2017/12"	42	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"60-64 years "	"60-64"	"Jan., 2014"	"2014/01"	11	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"60-64 years "	"60-64"	"Feb., 2014"	"2014/02"	13	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"60-64 years "	"60-64"	"Jan., 2015"	"2015/01"	12	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"60-64 years "	"60-64"	"Feb., 2015"	"2015/02"	13	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"60-64 years "	"60-64"	"Mar., 2015"	"2015/03"	10	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"60-64 years "	"60-64"	"May, 2015"	"2015/05"	10	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"60-64 years "	"60-64"	"Jun., 2015"	"2015/06"	15	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"60-64 years "	"60-64"	"Jul., 2015"	"2015/07"	16	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"60-64 years "	"60-64"	"Aug., 2015"	"2015/08"	12	Not Applicable	Not Applicable
